[IOT][2023-05-28 13:13:22,436][INFO] starting...
2023-05-28T13:23:59.628562821Z [WORM][2023-05-28 13:23:59,628][INFO] log:221;reward=0.20200657844543457;action=2;reward_sum=0.20200657844543457
2023-05-28T13:24:00.129438333Z [WORM][2023-05-28 13:24:00,129][INFO] scanning...
2023-05-28T13:24:00.630396369Z [WORM][2023-05-28 13:24:00,630][INFO] log:222;reward=0.10016856193542623;action=2;reward_sum=0.10016856193542623
2023-05-28T13:24:01.631610154Z [WORM][2023-05-28 13:24:01,631][INFO] scanning...
2023-05-28T13:24:02.131699309Z [WORM][2023-05-28 13:24:02,131][INFO] log:224;reward=0.1501477718353268;action=2;reward_sum=0.1501477718353268
2023-05-28T13:24:02.632765557Z [WORM][2023-05-28 13:24:02,632][INFO] scanning...
2023-05-28T13:24:03.133117948Z [WORM][2023-05-28 13:24:03,132][INFO] log:225;reward=0.10013618469238317;action=2;reward_sum=0.10013618469238317
2023-05-28T13:24:03.634357433Z [WORM][2023-05-28 13:24:03,633][INFO] scanning...
2023-05-28T13:24:04.134439765Z [WORM][2023-05-28 13:24:04,134][INFO] log:226;reward=0.10013816356659078;action=2;reward_sum=0.10013816356659078
2023-05-28T13:24:04.635692756Z [WORM][2023-05-28 13:24:04,635][INFO] scanning...
2023-05-28T13:24:05.135793172Z [WORM][2023-05-28 13:24:05,135][INFO] log:227;reward=0.10013484954833984;action=2;reward_sum=0.10013484954833984
2023-05-28T13:24:05.636968296Z [WORM][2023-05-28 13:24:05,636][INFO] scanning...
2023-05-28T13:24:06.137628423Z [WORM][2023-05-28 13:24:06,137][INFO] log:228;reward=0.1001819372177124;action=2;reward_sum=0.1001819372177124
2023-05-28T13:24:06.137735083Z [WORM][2023-05-28 13:24:06,137][INFO] scanning...
2023-05-28T13:24:06.638513883Z [WORM][2023-05-28 13:24:06,638][INFO] log:228;reward=0.05008738040924143;action=2;reward_sum=0.15026931762695384
2023-05-28T13:24:06.638651351Z [WORM][2023-05-28 13:24:06,638][INFO] pinging...
2023-05-28T13:24:07.138979135Z [WORM][2023-05-28 13:24:07,138][INFO] log:228;reward=0.8536712646484377;action=0;reward_sum=1.0039405822753915
2023-05-28T13:24:07.639972417Z [WORM][2023-05-28 13:24:07,639][INFO] scanning...
2023-05-28T13:24:08.140798816Z [WORM][2023-05-28 13:24:08,140][INFO] log:229;reward=0.1502260684967034;action=2;reward_sum=0.1502260684967034
2023-05-28T13:24:08.140911909Z [WORM][2023-05-28 13:24:08,140][INFO] fetching info...
2023-05-28T13:24:08.641624784Z [WORM][2023-05-28 13:24:08,641][INFO] log:229;reward=2.5132322311401367;action=4;reward_sum=2.66345829963684
2023-05-28T13:24:09.147772949Z [WORM][2023-05-28 13:24:09,147][INFO] fetching info...
2023-05-28T13:24:09.648548084Z [WORM][2023-05-28 13:24:09,648][INFO] log:230;reward=0.20138916969299459;action=4;reward_sum=0.20138916969299459
2023-05-28T13:24:10.650143765Z [WORM][2023-05-28 13:24:10,649][INFO] log:231;reward=0;action=3;reward_sum=0.0
2023-05-28T13:24:10.650256226Z [WORM][2023-05-28 13:24:10,650][INFO] scanning...
2023-05-28T13:24:11.150617452Z [WORM][2023-05-28 13:24:11,150][INFO] log:231;reward=0.30098843574523926;action=2;reward_sum=0.30098843574523926
2023-05-28T13:24:11.651865333Z [WORM][2023-05-28 13:24:11,651][INFO] scanning...
2023-05-28T13:24:12.152395015Z [WORM][2023-05-28 13:24:12,152][INFO] log:232;reward=0.10017859935760498;action=2;reward_sum=0.10017859935760498
2023-05-28T13:24:12.152535869Z [WORM][2023-05-28 13:24:12,152][INFO] pinging...
2023-05-28T13:24:12.653252342Z [WORM][2023-05-28 13:24:12,653][INFO] log:232;reward=0.27571545839309675;action=0;reward_sum=0.3758940577507017
2023-05-28T13:24:13.654449085Z [WORM][2023-05-28 13:24:13,654][INFO] fetching info...
2023-05-28T13:24:14.155303096Z [WORM][2023-05-28 13:24:14,155][INFO] log:234;reward=0.9013349056243882;action=4;reward_sum=0.9013349056243882
2023-05-28T13:24:14.155381543Z [WORM][2023-05-28 13:24:14,155][INFO] scanning...
2023-05-28T13:24:14.656107564Z [WORM][2023-05-28 13:24:14,655][INFO] log:234;reward=0.2503712654113759;action=2;reward_sum=1.1517061710357641
2023-05-28T13:24:14.656187143Z [WORM][2023-05-28 13:24:14,656][INFO] fetching info...
2023-05-28T13:24:15.156885121Z [WORM][2023-05-28 13:24:15,156][INFO] log:234;reward=0.20033955574035645;action=4;reward_sum=1.3520457267761206
2023-05-28T13:24:15.156995448Z [WORM][2023-05-28 13:24:15,156][INFO] scanning...
2023-05-28T13:24:15.657717995Z [WORM][2023-05-28 13:24:15,657][INFO] log:234;reward=0.10016031265258718;action=2;reward_sum=1.4522060394287077
2023-05-28T13:24:16.658927490Z [WORM][2023-05-28 13:24:16,658][INFO] scanning...
2023-05-28T13:24:17.159188910Z [WORM][2023-05-28 13:24:17,159][INFO] log:236;reward=0.15014691352844345;action=2;reward_sum=0.15014691352844345
2023-05-28T13:24:17.660252771Z [WORM][2023-05-28 13:24:17,660][INFO] pinging...
2023-05-28T13:24:18.161048487Z [WORM][2023-05-28 13:24:18,160][INFO] log:237;reward=0.27538866996765066;action=0;reward_sum=0.27538866996765066
2023-05-28T13:24:18.661881068Z [WORM][2023-05-28 13:24:18,661][INFO] log:237;reward=0.02504347562789988;action=0;reward_sum=0.30043214559555054
2023-05-28T13:24:19.162774282Z [WORM][2023-05-28 13:24:19,162][INFO] log:237;reward=0.20035035610198904;action=2;reward_sum=0.5007825016975396
2023-05-28T13:24:19.663604058Z [WORM][2023-05-28 13:24:19,663][INFO] log:237;reward=0.9013346195220926;action=4;reward_sum=1.4021171212196322
2023-05-28T13:24:20.164459421Z [WORM][2023-05-28 13:24:20,164][INFO] log:237;reward=0.07512711286544782;action=0;reward_sum=1.47724423408508
2023-05-28T13:24:20.665314695Z [WORM][2023-05-28 13:24:20,665][INFO] log:237;reward=0.2003364086151116;action=4;reward_sum=1.6775806427001916
2023-05-28T13:24:21.166202820Z [WORM][2023-05-28 13:24:21,165][INFO] log:237;reward=0.20034489631652974;action=2;reward_sum=1.8779255390167213
2023-05-28T13:24:21.667196032Z [WORM][2023-05-28 13:24:21,666][INFO] log:237;reward=0.07512915134429932;action=0;reward_sum=1.9530546903610206
2023-05-28T13:24:22.167832645Z [WORM][2023-05-28 13:24:22,167][INFO] log:237;reward=0.10016736984253072;action=2;reward_sum=2.0532220602035514
2023-05-28T13:24:22.668772487Z [WORM][2023-05-28 13:24:22,668][INFO] log:237;reward=0.40067715644836355;action=4;reward_sum=2.453899216651915
2023-05-28T13:24:23.169488590Z [WORM][2023-05-28 13:24:23,169][INFO] log:237;reward=0.10016803741455149;action=2;reward_sum=2.5540672540664664
2023-05-28T13:24:23.670360913Z [WORM][2023-05-28 13:24:23,670][INFO] log:237;reward=0.2003367900848403;action=4;reward_sum=2.7544040441513067
2023-05-28T13:24:24.171253518Z [WORM][2023-05-28 13:24:24,171][INFO] log:237;reward=0.12520922422409075;action=0;reward_sum=2.8796132683753974
2023-05-28T13:24:24.672158826Z [WORM][2023-05-28 13:24:24,671][INFO] log:237;reward=0.20034313201904297;action=4;reward_sum=3.0799564003944404
2023-05-28T13:24:25.173042282Z [WORM][2023-05-28 13:24:25,172][INFO] log:237;reward=0.10016636848449778;action=4;reward_sum=3.180122768878938
2023-05-28T13:24:25.673678715Z [WORM][2023-05-28 13:24:25,673][INFO] log:237;reward=0.07512429952621424;action=0;reward_sum=3.2552470684051524
2023-05-28T13:24:26.174620991Z [WORM][2023-05-28 13:24:26,174][INFO] log:237;reward=0.3004971504211422;action=2;reward_sum=3.5557442188262947
2023-05-28T13:24:26.675387168Z [WORM][2023-05-28 13:24:26,675][INFO] log:237;reward=0.05008852481842041;action=2;reward_sum=3.605832743644715
2023-05-28T13:24:27.176272914Z [WORM][2023-05-28 13:24:27,176][INFO] log:237;reward=0.4006753921508803;action=4;reward_sum=4.006508135795595
2023-05-28T13:24:27.677200147Z [WORM][2023-05-28 13:24:27,676][INFO] log:237;reward=0.10016493797302317;action=4;reward_sum=4.106673073768619
2023-05-28T13:24:28.178780431Z [WORM][2023-05-28 13:24:28,178][INFO] log:237;reward=0.15034561157226634;action=2;reward_sum=4.257018685340885
2023-05-28T13:24:28.679636744Z [WORM][2023-05-28 13:24:28,679][INFO] log:237;reward=0.1502981901168816;action=0;reward_sum=4.4073168754577665
2023-05-28T13:24:29.180444871Z [WORM][2023-05-28 13:24:29,180][INFO] log:237;reward=0;action=3;reward_sum=4.4073168754577665
2023-05-28T13:24:29.681372721Z [WORM][2023-05-28 13:24:29,681][INFO] log:237;reward=0.40083446502685405;action=4;reward_sum=4.808151340484621
2023-05-28T13:24:30.182123818Z [WORM][2023-05-28 13:24:30,181][INFO] log:237;reward=0.20032930374145508;action=2;reward_sum=5.008480644226076
2023-05-28T13:24:30.683079590Z [WORM][2023-05-28 13:24:30,682][INFO] log:237;reward=0.20033831596374796;action=4;reward_sum=5.208818960189824
2023-05-28T13:24:31.183776877Z [WORM][2023-05-28 13:24:31,183][INFO] log:237;reward=0.10016603469848562;action=4;reward_sum=5.308984994888309
2023-05-28T13:24:31.661643420Z [WORM][2023-05-28 13:24:31,661][INFO] scanning...
2023-05-28T13:24:31.684555907Z [WORM][2023-05-28 13:24:31,684][INFO] log:237;reward=0.1001645088195815;action=4;reward_sum=5.409149503707891
2023-05-28T13:24:31.873167519Z [WORM][2023-05-28 13:24:31,872][INFO] fetching info...
2023-05-28T13:24:31.873226480Z [WORM][2023-05-28 13:24:31,873][INFO] fetching info...
2023-05-28T13:24:31.873233684Z [WORM][2023-05-28 13:24:31,873][INFO] scanning...
2023-05-28T13:24:32.092979793Z [WORM][2023-05-28 13:24:32,092][INFO] scanning...
2023-05-28T13:24:32.185460393Z [WORM][2023-05-28 13:24:32,185][INFO] log:237;reward=0.20032970905304026;action=2;reward_sum=5.609479212760931
2023-05-28T13:24:32.314146298Z [WORM][2023-05-28 13:24:32,313][INFO] fetching info...
2023-05-28T13:24:32.314210628Z [WORM][2023-05-28 13:24:32,314][INFO] scanning...
2023-05-28T13:24:32.553197916Z [WORM][2023-05-28 13:24:32,552][INFO] fetching info...
2023-05-28T13:24:32.553259942Z [WORM][2023-05-28 13:24:32,553][INFO] fetching info...
2023-05-28T13:24:32.553267015Z [WORM][2023-05-28 13:24:32,553][INFO] fetching info...
2023-05-28T13:24:32.553290207Z [WORM][2023-05-28 13:24:32,553][INFO] scanning...
2023-05-28T13:24:32.686352385Z [WORM][2023-05-28 13:24:32,686][INFO] log:237;reward=0.20033459663391184;action=4;reward_sum=5.809813809394843
2023-05-28T13:24:32.770127580Z [WORM][2023-05-28 13:24:32,769][INFO] scanning...
2023-05-28T13:24:32.997632800Z got SIGUSR2
2023-05-28T13:24:32.997695898Z Episode 179 started...
2023-05-28T13:24:32.997701168Z {'timestr': 'Sun May 28 13:22:36 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997704264Z got SIGUSR2
2023-05-28T13:24:32.997706318Z Episode 180 started...
2023-05-28T13:24:32.997708552Z got SIGUSR2
2023-05-28T13:24:32.997710455Z Episode 181 started...
2023-05-28T13:24:32.997712479Z {'timestr': 'Sun May 28 13:22:38 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997714563Z got SIGUSR2
2023-05-28T13:24:32.997716918Z Episode 182 started...
2023-05-28T13:24:32.997718961Z {'timestr': 'Sun May 28 13:22:41 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997731535Z got SIGUSR2
2023-05-28T13:24:32.997731825Z [WORM][2023-05-28 13:24:32,997][INFO] fetching info...
2023-05-28T13:24:32.997735262Z Episode 183 started...
2023-05-28T13:24:32.997771650Z {'timestr': 'Sun May 28 13:22:43 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997774656Z got SIGUSR2
2023-05-28T13:24:32.997776690Z [WORM][2023-05-28 13:24:32,997][INFO] fetching info...
2023-05-28T13:24:32.997776830Z Episode 184 started...
2023-05-28T13:24:32.997793682Z got SIGUSR2
2023-05-28T13:24:32.997797619Z Episode 185 started...
2023-05-28T13:24:32.997802468Z {'timestr': 'Sun May 28 13:22:45 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997807518Z got SIGUSR2
2023-05-28T13:24:32.997811475Z Episode 186 started...
2023-05-28T13:24:32.997813709Z {'timestr': 'Sun May 28 13:22:46 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997815863Z got SIGUSR2
2023-05-28T13:24:32.997817787Z Episode 187 started...
2023-05-28T13:24:32.997820302Z {'timestr': 'Sun May 28 13:22:47 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997822436Z got SIGUSR2
2023-05-28T13:24:32.997824630Z Episode 188 started...
2023-05-28T13:24:32.997826583Z got SIGUSR2
2023-05-28T13:24:32.997828527Z Episode 189 started...
2023-05-28T13:24:32.997830471Z {'timestr': 'Sun May 28 13:22:49 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997834057Z got SIGUSR2
2023-05-28T13:24:32.997837704Z Episode 190 started...
2023-05-28T13:24:32.997842133Z got SIGUSR2
2023-05-28T13:24:32.997846190Z Episode 191 started...
2023-05-28T13:24:32.997851220Z {'timestr': 'Sun May 28 13:22:52 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997855408Z got SIGUSR2
2023-05-28T13:24:32.997857672Z Episode 192 started...
2023-05-28T13:24:32.997859615Z got SIGUSR2
2023-05-28T13:24:32.997861569Z Episode 193 started...
2023-05-28T13:24:32.997863793Z {'timestr': 'Sun May 28 13:22:55 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997866218Z got SIGUSR2
2023-05-28T13:24:32.997870145Z {'timestr': 'Sun May 28 13:22:56 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997874764Z Episode 194 started...
2023-05-28T13:24:32.997878441Z got SIGUSR2
2023-05-28T13:24:32.997881717Z Episode 195 started...
2023-05-28T13:24:32.997890974Z {'timestr': 'Sun May 28 13:22:57 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997895683Z got SIGUSR2
2023-05-28T13:24:32.997899761Z {'timestr': 'Sun May 28 13:22:58 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997903888Z Episode 196 started...
2023-05-28T13:24:32.997907666Z got SIGUSR2
2023-05-28T13:24:32.997912294Z Episode 197 started...
2023-05-28T13:24:32.997916422Z {'timestr': 'Sun May 28 13:22:59 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997921451Z got SIGUSR2
2023-05-28T13:24:32.997925369Z Episode 198 started...
2023-05-28T13:24:32.997929577Z got SIGUSR2
2023-05-28T13:24:32.997933244Z Episode 199 started...
2023-05-28T13:24:32.997937001Z {'timestr': 'Sun May 28 13:23:02 2023', 'elapsed': '0.23', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997941229Z got SIGUSR2
2023-05-28T13:24:32.997945957Z {'timestr': 'Sun May 28 13:23:03 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997950566Z Episode 200 started...
2023-05-28T13:24:32.997954493Z got SIGUSR2
2023-05-28T13:24:32.997958020Z Episode 201 started...
2023-05-28T13:24:32.997961988Z {'timestr': 'Sun May 28 13:23:05 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997966105Z {'timestr': 'Sun May 28 13:23:05 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997970433Z got SIGUSR2
2023-05-28T13:24:32.997974952Z Episode 202 started...
2023-05-28T13:24:32.997978819Z got SIGUSR2
2023-05-28T13:24:32.997981795Z Episode 203 started...
2023-05-28T13:24:32.997983788Z {'timestr': 'Sun May 28 13:23:08 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997986954Z got SIGUSR2
2023-05-28T13:24:32.997991032Z {'timestr': 'Sun May 28 13:23:09 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.997995120Z Episode 204 started...
2023-05-28T13:24:32.997998867Z got SIGUSR2
2023-05-28T13:24:32.998003025Z {'timestr': 'Sun May 28 13:23:10 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998007433Z Episode 205 started...
2023-05-28T13:24:32.998011721Z got SIGUSR2
2023-05-28T13:24:32.998016730Z Episode 206 started...
2023-05-28T13:24:32.998030646Z {'timestr': 'Sun May 28 13:23:11 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998035345Z got SIGUSR2
2023-05-28T13:24:32.998038942Z Episode 207 started...
2023-05-28T13:24:32.998047468Z {'timestr': 'Sun May 28 13:23:12 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998051776Z got SIGUSR2
2023-05-28T13:24:32.998055774Z Episode 208 started...
2023-05-28T13:24:32.998059611Z got SIGUSR2
2023-05-28T13:24:32.998063358Z Episode 209 started...
2023-05-28T13:24:32.998067365Z got SIGUSR2
2023-05-28T13:24:32.998071643Z {'timestr': 'Sun May 28 13:23:15 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998076643Z Episode 210 started...
2023-05-28T13:24:32.998080710Z got SIGUSR2
2023-05-28T13:24:32.998084838Z Episode 211 started...
2023-05-28T13:24:32.998088665Z {'timestr': 'Sun May 28 13:23:16 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998092763Z got SIGUSR2
2023-05-28T13:24:32.998096851Z Episode 212 started...
2023-05-28T13:24:32.998100708Z got SIGUSR2
2023-05-28T13:24:32.998105677Z {'timestr': 'Sun May 28 13:23:18 2023', 'elapsed': '0.26', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998110166Z Episode 213 started...
2023-05-28T13:24:32.998114363Z got SIGUSR2
2023-05-28T13:24:32.998118471Z Episode 214 started...
2023-05-28T13:24:32.998123160Z got SIGUSR2
2023-05-28T13:24:32.998127578Z Episode 215 started...
2023-05-28T13:24:32.997880575Z [WORM][2023-05-28 13:24:32,997][INFO] scanning...
2023-05-28T13:24:32.998131977Z got SIGUSR2
2023-05-28T13:24:32.998150832Z Episode 216 started...
2023-05-28T13:24:32.998156232Z got SIGUSR2
2023-05-28T13:24:32.998160019Z Episode 217 started...
2023-05-28T13:24:32.998168555Z got SIGUSR2
2023-05-28T13:24:32.998172613Z Episode 218 started...
2023-05-28T13:24:32.998176570Z {'timestr': 'Sun May 28 13:23:50 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998180939Z {'timestr': 'Sun May 28 13:23:50 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998185227Z {'timestr': 'Sun May 28 13:23:50 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998189244Z {'timestr': 'Sun May 28 13:23:50 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998193222Z {'timestr': 'Sun May 28 13:23:53 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998197269Z {'timestr': 'Sun May 28 13:23:54 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998201237Z {'timestr': 'Sun May 28 13:23:55 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998205455Z got SIGUSR2
2023-05-28T13:24:32.998262131Z {'timestr': 'Sun May 28 13:23:56 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998269565Z Episode 219 started...
2023-05-28T13:24:32.998274023Z got SIGUSR2
2023-05-28T13:24:32.998278933Z {'timestr': 'Sun May 28 13:23:57 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998283912Z Episode 220 started...
2023-05-28T13:24:32.998288300Z got SIGUSR2
2023-05-28T13:24:32.998292668Z Episode 221 started...
2023-05-28T13:24:32.998297768Z got SIGUSR2
2023-05-28T13:24:32.998301625Z {'timestr': 'Sun May 28 13:23:59 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998305823Z Episode 222 started...
2023-05-28T13:24:32.998309951Z got SIGUSR2
2023-05-28T13:24:32.998313698Z {'timestr': 'Sun May 28 13:24:00 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998318617Z Episode 223 started...
2023-05-28T13:24:32.998322574Z got SIGUSR2
2023-05-28T13:24:32.998326101Z Episode 224 started...
2023-05-28T13:24:32.998330159Z {'timestr': 'Sun May 28 13:24:01 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998334286Z got SIGUSR2
2023-05-28T13:24:32.998337993Z Episode 225 started...
2023-05-28T13:24:32.998341881Z {'timestr': 'Sun May 28 13:24:02 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998346219Z got SIGUSR2
2023-05-28T13:24:32.998350026Z Episode 226 started...
2023-05-28T13:24:32.998355045Z {'timestr': 'Sun May 28 13:24:03 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998360145Z got SIGUSR2
2023-05-28T13:24:32.998364092Z Episode 227 started...
2023-05-28T13:24:32.998368320Z {'timestr': 'Sun May 28 13:24:04 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998373370Z got SIGUSR2
2023-05-28T13:24:32.998377467Z Episode 228 started...
2023-05-28T13:24:32.998381886Z {'timestr': 'Sun May 28 13:24:05 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998394910Z {'timestr': 'Sun May 28 13:24:06 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998399158Z got SIGUSR2
2023-05-28T13:24:32.998404047Z got SIGUSR2
2023-05-28T13:24:32.998408185Z Episode 229 started...
2023-05-28T13:24:32.998412082Z {'timestr': 'Sun May 28 13:24:07 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998416561Z got SIGUSR2
2023-05-28T13:24:32.998420719Z Episode 230 started...
2023-05-28T13:24:32.998434635Z got SIGUSR2
2023-05-28T13:24:32.998438662Z Episode 231 started...
2023-05-28T13:24:32.998442590Z {'timestr': 'Sun May 28 13:24:10 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998446828Z got SIGUSR2
2023-05-28T13:24:32.998451076Z Episode 232 started...
2023-05-28T13:24:32.998454793Z {'timestr': 'Sun May 28 13:24:11 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998458610Z got SIGUSR2
2023-05-28T13:24:32.998461896Z Episode 233 started...
2023-05-28T13:24:32.998465242Z got SIGUSR2
2023-05-28T13:24:32.998468929Z Episode 234 started...
2023-05-28T13:24:32.998472616Z {'timestr': 'Sun May 28 13:24:14 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998476213Z got SIGUSR2
2023-05-28T13:24:32.998480421Z {'timestr': 'Sun May 28 13:24:15 2023', 'elapsed': '0.22', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998485160Z Episode 235 started...
2023-05-28T13:24:32.998489798Z got SIGUSR2
2023-05-28T13:24:32.998494447Z Episode 236 started...
2023-05-28T13:24:32.998498996Z {'timestr': 'Sun May 28 13:24:16 2023', 'elapsed': '0.23', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998502993Z got SIGUSR2
2023-05-28T13:24:32.998506490Z Episode 237 started...
2023-05-28T13:24:32.998510898Z {'timestr': 'Sun May 28 13:24:31 2023', 'elapsed': '0.18', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998515667Z {'timestr': 'Sun May 28 13:24:32 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998520135Z {'timestr': 'Sun May 28 13:24:32 2023', 'elapsed': '0.19', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998524363Z {'timestr': 'Sun May 28 13:24:32 2023', 'elapsed': '0.21', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:32.998528661Z {'timestr': 'Sun May 28 13:24:32 2023', 'elapsed': '0.20', 'uphosts': '0', 'downhosts': '0', 'totalhosts': '0'}
2023-05-28T13:24:33.186943033Z [WORM][2023-05-28 13:24:33,186][INFO] log:237;reward=0.10013055801391602;action=4;reward_sum=5.909944367408759
2023-05-28T13:24:33.209065658Z [WORM][2023-05-28 13:24:33,208][INFO] fetching info...
2023-05-28T13:24:33.209119459Z [WORM][2023-05-28 13:24:33,209][INFO] scanning...
2023-05-28T13:24:33.433062034Z [WORM][2023-05-28 13:24:33,432][INFO] fetching info...
2023-05-28T13:24:33.433125593Z [WORM][2023-05-28 13:24:33,432][INFO] fetching info...
2023-05-28T13:24:33.433131865Z [WORM][2023-05-28 13:24:33,433][INFO] fetching info...
2023-05-28T13:24:33.433162883Z [WORM][2023-05-28 13:24:33,433][INFO] scanning...
2023-05-28T13:24:33.655747559Z [WORM][2023-05-28 13:24:33,655][INFO] fetching info...
2023-05-28T13:24:33.655821478Z [WORM][2023-05-28 13:24:33,655][INFO] fetching info...
2023-05-28T13:24:33.655829102Z [WORM][2023-05-28 13:24:33,655][INFO] fetching info...
