2023-05-28T17:20:32.368899411Z Service `hwdrivers' needs non existent service `dev'
2023-05-28T17:20:32.368933605Z Service `machine-id' needs non existent service `dev'
2023-05-28T17:20:32.369161483Z  * Caching service dependencies ... [ ok ]
2023-05-28T17:20:32.371447352Z Runlevel: sysinit
2023-05-28T17:20:32.371460357Z Dynamic Runlevel: hotplugged
2023-05-28T17:20:32.371463222Z Dynamic Runlevel: needed/wanted
2023-05-28T17:20:32.371465697Z Dynamic Runlevel: manual
2023-05-28T17:20:32.376876629Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/blkio/tasks: Read-only file system
2023-05-28T17:20:32.376887920Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/cpu/tasks: Read-only file system
2023-05-28T17:20:32.376890114Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/cpuacct/tasks: Read-only file system
2023-05-28T17:20:32.376892058Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/cpuset/tasks: Read-only file system
2023-05-28T17:20:32.376894903Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/devices/tasks: Read-only file system
2023-05-28T17:20:32.376897398Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/freezer/tasks: Read-only file system
2023-05-28T17:20:32.376918930Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/hugetlb/tasks: Read-only file system
2023-05-28T17:20:32.376947844Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/memory/tasks: Read-only file system
2023-05-28T17:20:32.376953004Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/net_cls/tasks: Read-only file system
2023-05-28T17:20:32.376955769Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/net_prio/tasks: Read-only file system
2023-05-28T17:20:32.376961410Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/perf_event/tasks: Read-only file system
2023-05-28T17:20:32.376964265Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/pids/tasks: Read-only file system
2023-05-28T17:20:32.376966960Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/rdma/tasks: Read-only file system
2023-05-28T17:20:32.376969395Z /lib/rc/sh/openrc-run.sh: line 108: can't create /sys/fs/cgroup/systemd/tasks: Read-only file system
2023-05-28T17:20:32.493030537Z  * Starting sshd ... [ ok ]
2023-05-28T17:20:42.538150137Z [IOT][2023-05-28 17:20:42,537][INFO] starting...
2023-05-28T17:24:47.658465861Z {'timestr': 'Sun May 28 17:24:42 2023', 'elapsed': '1.68', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T17:24:47.658468707Z preceding
2023-05-28T17:24:47.658471632Z got SIGUSR2
2023-05-28T17:24:47.658474447Z got SIGUSR2
2023-05-28T17:24:47.658477343Z got SIGUSR2
2023-05-28T17:24:47.658479998Z got SIGUSR2
2023-05-28T17:24:47.658482723Z {'timestr': 'Sun May 28 17:24:44 2023', 'elapsed': '1.74', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T17:24:47.658485889Z preceding
2023-05-28T17:24:47.658488444Z preceding
2023-05-28T17:24:47.658491059Z preceding
2023-05-28T17:24:47.658493994Z preceding
2023-05-28T17:24:47.658496619Z preceding
2023-05-28T17:24:47.658499635Z preceding
2023-05-28T17:24:47.658502690Z preceding
2023-05-28T17:24:47.658505616Z preceding
2023-05-28T17:24:47.658508351Z preceding
2023-05-28T17:24:47.658511307Z preceding
2023-05-28T17:24:47.658514372Z preceding
2023-05-28T17:24:47.658517047Z preceding
2023-05-28T17:24:47.658520013Z preceding
2023-05-28T17:24:47.658522878Z preceding
2023-05-28T17:24:47.658525824Z preceding
2023-05-28T17:24:47.658528819Z preceding
2023-05-28T17:24:47.658531805Z got SIGUSR2
2023-05-28T17:24:47.658534741Z got SIGUSR2
2023-05-28T17:24:47.658537355Z {'timestr': 'Sun May 28 17:24:46 2023', 'elapsed': '1.72', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T17:24:47.658540531Z preceding
2023-05-28T17:24:47.658543537Z preceding
2023-05-28T17:24:47.658546382Z preceding
2023-05-28T17:24:47.658549378Z preceding
2023-05-28T17:24:47.658552324Z preceding
2023-05-28T17:24:47.658555259Z preceding
2023-05-28T17:24:47.658558134Z preceding
2023-05-28T17:24:47.658560990Z preceding
2023-05-28T17:24:47.658563985Z preceding
2023-05-28T17:24:47.658566951Z preceding
2023-05-28T17:24:47.658569907Z preceding
2023-05-28T17:24:47.658572912Z preceding
2023-05-28T17:24:47.658575517Z preceding
2023-05-28T17:24:47.658578102Z preceding
2023-05-28T17:24:47.658581108Z preceding
2023-05-28T17:24:47.658583743Z preceding
2023-05-28T17:24:47.658586728Z preceding
2023-05-28T17:24:47.658589523Z preceding
2023-05-28T17:24:47.658592499Z preceding
2023-05-28T17:24:47.658598120Z preceding
2023-05-28T17:24:47.658602598Z preceding
2023-05-28T17:24:47.658605594Z got SIGUSR2
2023-05-28T17:24:47.658608669Z got SIGUSR2
2023-05-28T17:24:47.658611304Z got SIGUSR2
2023-05-28T17:24:48.414554520Z [WORM][2023-05-28 17:24:48,414][INFO] fetching info...
2023-05-28T17:24:48.414783079Z [WORM][2023-05-28 17:24:48,414][INFO] fetching info...
2023-05-28T17:24:48.415001248Z [WORM][2023-05-28 17:24:48,414][INFO] fetching info...
2023-05-28T17:24:48.415250717Z [WORM][2023-05-28 17:24:48,415][INFO] fetching info...
2023-05-28T17:24:48.415426005Z [WORM][2023-05-28 17:24:48,415][INFO] fetching info...
2023-05-28T17:24:48.415658111Z [WORM][2023-05-28 17:24:48,415][INFO] fetching info...
2023-05-28T17:24:48.415792023Z [WORM][2023-05-28 17:24:48,415][INFO] fetching info...
2023-05-28T17:24:48.415971309Z [WORM][2023-05-28 17:24:48,415][INFO] fetching info...
2023-05-28T17:24:48.416126881Z [WORM][2023-05-28 17:24:48,416][INFO] fetching info...
2023-05-28T17:24:48.416263167Z [WORM][2023-05-28 17:24:48,416][INFO] fetching info...
2023-05-28T17:24:48.416424900Z [WORM][2023-05-28 17:24:48,416][INFO] fetching info...
2023-05-28T17:24:48.416566746Z [WORM][2023-05-28 17:24:48,416][INFO] fetching info...
2023-05-28T17:24:48.416726917Z [WORM][2023-05-28 17:24:48,416][INFO] fetching info...
2023-05-28T17:24:48.416855078Z [WORM][2023-05-28 17:24:48,416][INFO] fetching info...
2023-05-28T17:24:48.417010169Z [WORM][2023-05-28 17:24:48,416][INFO] fetching info...
2023-05-28T17:24:48.417180798Z [WORM][2023-05-28 17:24:48,417][INFO] fetching info...
2023-05-28T17:24:48.417353703Z [WORM][2023-05-28 17:24:48,417][INFO] fetching info...
2023-05-28T17:24:48.417507802Z [WORM][2023-05-28 17:24:48,417][INFO] fetching info...
2023-05-28T17:24:48.417654367Z [WORM][2023-05-28 17:24:48,417][INFO] fetching info...
2023-05-28T17:24:48.417822523Z [WORM][2023-05-28 17:24:48,417][INFO] fetching info...
2023-05-28T17:24:48.417996339Z [WORM][2023-05-28 17:24:48,417][INFO] fetching info...
2023-05-28T17:24:48.418199671Z [WORM][2023-05-28 17:24:48,418][INFO] fetching info...
2023-05-28T17:24:48.418351972Z [WORM][2023-05-28 17:24:48,418][INFO] fetching info...
2023-05-28T17:24:48.418501086Z [WORM][2023-05-28 17:24:48,418][INFO] fetching info...
2023-05-28T17:24:48.418685873Z [WORM][2023-05-28 17:24:48,418][INFO] fetching info...
2023-05-28T17:24:48.418830404Z [WORM][2023-05-28 17:24:48,418][INFO] fetching info...
2023-05-28T17:24:48.418992679Z [WORM][2023-05-28 17:24:48,418][INFO] fetching info...
2023-05-28T17:24:48.419134320Z [WORM][2023-05-28 17:24:48,419][INFO] scanning...
2023-05-28T17:24:50.194792515Z [WORM][2023-05-28 17:24:50,194][INFO] fetching info...
2023-05-28T17:24:50.194982161Z [WORM][2023-05-28 17:24:50,194][INFO] fetching info...
2023-05-28T17:24:50.195114259Z [WORM][2023-05-28 17:24:50,195][INFO] fetching info...
2023-05-28T17:24:50.195309881Z [WORM][2023-05-28 17:24:50,195][INFO] scanning...
2023-05-28T17:24:51.933613916Z [WORM][2023-05-28 17:24:51,933][INFO] fetching info...
2023-05-28T17:24:51.933816336Z [WORM][2023-05-28 17:24:51,933][INFO] fetching info...
2023-05-28T17:24:51.934036167Z [WORM][2023-05-28 17:24:51,933][INFO] fetching info...
2023-05-28T17:24:51.934172665Z [WORM][2023-05-28 17:24:51,934][INFO] fetching info...
2023-05-28T17:24:51.934367771Z [WORM][2023-05-28 17:24:51,934][INFO] fetching info...
2023-05-28T17:24:51.934489209Z [WORM][2023-05-28 17:24:51,934][INFO] fetching info...
2023-05-28T17:24:51.934672643Z [WORM][2023-05-28 17:24:51,934][INFO] fetching info...
2023-05-28T17:24:51.934782960Z [WORM][2023-05-28 17:24:51,934][INFO] fetching info...
2023-05-28T17:24:51.934959662Z [WORM][2023-05-28 17:24:51,934][INFO] fetching info...
2023-05-28T17:24:51.935078575Z [WORM][2023-05-28 17:24:51,934][INFO] fetching info...
2023-05-28T17:24:51.935238164Z [WORM][2023-05-28 17:24:51,935][INFO] fetching info...
2023-05-28T17:24:51.935390145Z [WORM][2023-05-28 17:24:51,935][INFO] scanning...
2023-05-28T17:24:53.781676732Z [WORM][2023-05-28 17:24:53,781][INFO] fetching info...
2023-05-28T17:24:53.781911673Z [WORM][2023-05-28 17:24:53,781][INFO] scanning...
2023-05-28T17:24:55.596476916Z [WORM][2023-05-28 17:24:55,596][INFO] fetching info...
2023-05-28T17:24:55.596791928Z [WORM][2023-05-28 17:24:55,596][INFO] fetching info...
2023-05-28T17:24:55.596951793Z [WORM][2023-05-28 17:24:55,596][INFO] scanning...
2023-05-28T17:24:57.394005298Z [WORM][2023-05-28 17:24:57,393][INFO] fetching info...
2023-05-28T17:24:57.394217957Z [WORM][2023-05-28 17:24:57,394][INFO] scanning...
2023-05-28T17:24:59.221407993Z [WORM][2023-05-28 17:24:59,221][INFO] fetching info...
2023-05-28T17:24:59.221726967Z [WORM][2023-05-28 17:24:59,221][INFO] fetching info...
2023-05-28T17:24:59.221879287Z [WORM][2023-05-28 17:24:59,221][INFO] fetching info...
2023-05-28T17:24:59.222048364Z [WORM][2023-05-28 17:24:59,221][INFO] fetching info...
2023-05-28T17:24:59.222174952Z [WORM][2023-05-28 17:24:59,222][INFO] fetching info...
2023-05-28T17:24:59.222374445Z [WORM][2023-05-28 17:24:59,222][INFO] fetching info...
2023-05-28T17:24:59.222524157Z [WORM][2023-05-28 17:24:59,222][INFO] scanning...
2023-05-28T17:25:00.973700194Z [WORM][2023-05-28 17:25:00,973][INFO] fetching info...
2023-05-28T17:25:00.973880510Z [WORM][2023-05-28 17:25:00,973][INFO] fetching info...
2023-05-28T17:25:00.974023929Z [WORM][2023-05-28 17:25:00,973][INFO] fetching info...
2023-05-28T17:25:00.974205567Z [WORM][2023-05-28 17:25:00,974][INFO] fetching info...
2023-05-28T17:25:00.974376932Z [WORM][2023-05-28 17:25:00,974][INFO] fetching info...
2023-05-28T17:25:00.974538016Z [WORM][2023-05-28 17:25:00,974][INFO] fetching info...
2023-05-28T17:25:00.974680523Z [WORM][2023-05-28 17:25:00,974][INFO] fetching info...
2023-05-28T17:25:00.974853153Z [WORM][2023-05-28 17:25:00,974][INFO] fetching info...
2023-05-28T17:25:00.975002868Z [WORM][2023-05-28 17:25:00,974][INFO] fetching info...
2023-05-28T17:25:00.975133893Z [WORM][2023-05-28 17:25:00,975][INFO] fetching info...
2023-05-28T17:25:00.975256329Z [WORM][2023-05-28 17:25:00,975][INFO] pinging...
2023-05-28T17:25:07.730074377Z [WORM][2023-05-28 17:25:07,729][INFO] Idling...
2023-05-28T17:25:14.976666355Z [WORM][2023-05-28 17:25:14,976][INFO] fetching info...
2023-05-28T17:25:14.976916874Z [WORM][2023-05-28 17:25:14,976][INFO] pinging...
2023-05-28T17:25:15.737894300Z [WORM][2023-05-28 17:25:15,737][INFO] Idling...
2023-05-28T17:25:16.739054672Z [WORM][2023-05-28 17:25:16,738][INFO] Idling...
2023-05-28T17:25:28.977974746Z [WORM][2023-05-28 17:25:28,977][INFO] fetching info...
2023-05-28T17:25:28.978209206Z [WORM][2023-05-28 17:25:28,978][INFO] fetching info...
2023-05-28T17:25:28.978324338Z [WORM][2023-05-28 17:25:28,978][INFO] pinging...
2023-05-28T17:25:30.753471173Z [WORM][2023-05-28 17:25:30,753][INFO] Idling...
2023-05-28T17:25:31.754582516Z [WORM][2023-05-28 17:25:31,754][INFO] Idling...
2023-05-28T17:25:42.979855110Z [WORM][2023-05-28 17:25:42,979][INFO] fetching info...
2023-05-28T17:25:42.980102484Z [WORM][2023-05-28 17:25:42,979][INFO] pinging...
2023-05-28T17:25:48.774657569Z [WORM][2023-05-28 17:25:48,774][INFO] Idling...
2023-05-28T17:25:56.982125092Z [WORM][2023-05-28 17:25:56,981][INFO] fetching info...
2023-05-28T17:25:56.982340004Z [WORM][2023-05-28 17:25:56,982][INFO] fetching info...
2023-05-28T17:25:56.982507730Z [WORM][2023-05-28 17:25:56,982][INFO] pinging...
2023-05-28T17:26:01.789338710Z [WORM][2023-05-28 17:26:01,789][INFO] Idling...
2023-05-28T17:26:03.792352489Z [WORM][2023-05-28 17:26:03,792][INFO] Idling...
2023-05-28T17:26:10.983951103Z [WORM][2023-05-28 17:26:10,983][INFO] fetching info...
2023-05-28T17:26:10.984164634Z [WORM][2023-05-28 17:26:10,984][INFO] pinging...
2023-05-28T17:26:14.575962732Z [WORM][2023-05-28 17:26:14,575][INFO] Idling...
2023-05-28T17:26:23.752451856Z [WORM][2023-05-28 17:26:23,752][INFO] pinging...
2023-05-28T17:26:25.592091242Z [WORM][2023-05-28 17:26:25,591][INFO] Idling...
2023-05-28T17:26:37.753941175Z [WORM][2023-05-28 17:26:37,753][INFO] fetching info...
2023-05-28T17:26:37.754281975Z [WORM][2023-05-28 17:26:37,754][INFO] pinging...
2023-05-28T17:26:51.755757094Z [WORM][2023-05-28 17:26:51,755][INFO] pinging...
2023-05-28T17:26:53.131320660Z [WORM][2023-05-28 17:26:53,131][INFO] Idling...
2023-05-28T17:26:56.134604803Z [WORM][2023-05-28 17:26:56,134][INFO] Idling...
2023-05-28T17:26:58.638192208Z [WORM][2023-05-28 17:26:58,637][INFO] Idling...
2023-05-28T17:27:05.757002005Z [WORM][2023-05-28 17:27:05,756][INFO] fetching info...
2023-05-28T17:27:05.757330962Z [WORM][2023-05-28 17:27:05,757][INFO] fetching info...
2023-05-28T17:27:05.757565392Z [WORM][2023-05-28 17:27:05,757][INFO] pinging...
2023-05-28T17:27:11.155770916Z [WORM][2023-05-28 17:27:11,155][INFO] Idling...
2023-05-28T17:27:12.157288255Z [WORM][2023-05-28 17:27:12,157][INFO] Idling...
2023-05-28T17:27:19.758781160Z [WORM][2023-05-28 17:27:19,758][INFO] pinging...
2023-05-28T17:27:22.171367030Z [WORM][2023-05-28 17:27:22,171][INFO] Idling...
2023-05-28T17:27:33.802757371Z [WORM][2023-05-28 17:27:33,802][INFO] pinging...
2023-05-28T17:27:38.193735755Z [WORM][2023-05-28 17:27:38,193][INFO] Idling...
2023-05-28T17:27:47.852794710Z [WORM][2023-05-28 17:27:47,852][INFO] fetching info...
2023-05-28T17:27:47.853213620Z [WORM][2023-05-28 17:27:47,853][INFO] fetching info...
2023-05-28T17:27:47.853510087Z [WORM][2023-05-28 17:27:47,853][INFO] pinging...
2023-05-28T17:28:01.872709772Z [WORM][2023-05-28 17:28:01,872][INFO] fetching info...
2023-05-28T17:28:01.873046063Z [WORM][2023-05-28 17:28:01,872][INFO] pinging...
2023-05-28T17:28:02.227105978Z [WORM][2023-05-28 17:28:02,226][INFO] Idling...
2023-05-28T17:28:06.232487349Z [WORM][2023-05-28 17:28:06,232][INFO] Idling...
2023-05-28T17:28:07.233963952Z [WORM][2023-05-28 17:28:07,233][INFO] Idling...
2023-05-28T17:28:15.892847603Z [WORM][2023-05-28 17:28:15,892][INFO] pinging...
2023-05-28T17:28:17.247735088Z [WORM][2023-05-28 17:28:17,247][INFO] Idling...
2023-05-28T17:28:18.249190476Z [WORM][2023-05-28 17:28:18,248][INFO] Idling...
2023-05-28T17:28:21.253344511Z [WORM][2023-05-28 17:28:21,253][INFO] Idling...
2023-05-28T17:28:25.759451658Z [WORM][2023-05-28 17:28:25,759][INFO] Idling...
2023-05-28T17:28:29.932836020Z [WORM][2023-05-28 17:28:29,932][INFO] pinging...
2023-05-28T17:28:36.273348312Z [WORM][2023-05-28 17:28:36,273][INFO] Idling...
2023-05-28T17:28:44.012670945Z [WORM][2023-05-28 17:28:44,012][INFO] fetching info...
2023-05-28T17:28:44.012878244Z [WORM][2023-05-28 17:28:44,012][INFO] pinging...
2023-05-28T17:28:45.285353134Z [WORM][2023-05-28 17:28:45,285][INFO] Idling...
2023-05-28T17:28:58.014219704Z [WORM][2023-05-28 17:28:58,014][INFO] pinging...
2023-05-28T17:28:59.303031254Z [WORM][2023-05-28 17:28:59,302][INFO] Idling...
2023-05-28T17:29:00.304408435Z [WORM][2023-05-28 17:29:00,304][INFO] Idling...
2023-05-28T17:29:02.307104637Z [WORM][2023-05-28 17:29:02,306][INFO] Idling...
2023-05-28T17:29:12.072816362Z [WORM][2023-05-28 17:29:12,072][INFO] fetching info...
2023-05-28T17:29:12.073051227Z [WORM][2023-05-28 17:29:12,072][INFO] fetching info...
2023-05-28T17:29:12.073176752Z [WORM][2023-05-28 17:29:12,073][INFO] fetching info...
2023-05-28T17:29:12.073402793Z [WORM][2023-05-28 17:29:12,073][INFO] fetching info...
2023-05-28T17:29:12.073579940Z [WORM][2023-05-28 17:29:12,073][INFO] scanning...
2023-05-28T17:29:13.847786946Z [WORM][2023-05-28 17:29:13,847][INFO] fetching info...
2023-05-28T17:29:13.848023430Z [WORM][2023-05-28 17:29:13,847][INFO] fetching info...
2023-05-28T17:29:13.848145338Z [WORM][2023-05-28 17:29:13,848][INFO] fetching info...
2023-05-28T17:29:13.848343340Z [WORM][2023-05-28 17:29:13,848][INFO] fetching info...
2023-05-28T17:29:13.848494073Z [WORM][2023-05-28 17:29:13,848][INFO] scanning...
2023-05-28T17:29:15.618577068Z [WORM][2023-05-28 17:29:15,618][INFO] fetching info...
2023-05-28T17:29:15.618815205Z [WORM][2023-05-28 17:29:15,618][INFO] fetching info...
2023-05-28T17:29:15.618989392Z [WORM][2023-05-28 17:29:15,618][INFO] fetching info...
2023-05-28T17:29:15.619201379Z [WORM][2023-05-28 17:29:15,619][INFO] fetching info...
2023-05-28T17:29:15.619336273Z [WORM][2023-05-28 17:29:15,619][INFO] fetching info...
2023-05-28T17:29:15.619482848Z [WORM][2023-05-28 17:29:15,619][INFO] fetching info...
2023-05-28T17:29:15.619671642Z [WORM][2023-05-28 17:29:15,619][INFO] fetching info...
2023-05-28T17:29:15.619788009Z [WORM][2023-05-28 17:29:15,619][INFO] fetching info...
2023-05-28T17:29:15.619918756Z [WORM][2023-05-28 17:29:15,619][INFO] fetching info...
2023-05-28T17:29:15.620106749Z [WORM][2023-05-28 17:29:15,619][INFO] fetching info...
2023-05-28T17:29:15.620265616Z [WORM][2023-05-28 17:29:15,620][INFO] fetching info...
2023-05-28T17:29:15.620414947Z [WORM][2023-05-28 17:29:15,620][INFO] fetching info...
2023-05-28T17:29:15.620569887Z [WORM][2023-05-28 17:29:15,620][INFO] fetching info...
2023-05-28T17:29:15.620719388Z [WORM][2023-05-28 17:29:15,620][INFO] fetching info...
2023-05-28T17:29:15.620850154Z [WORM][2023-05-28 17:29:15,620][INFO] fetching info...
2023-05-28T17:29:15.620971882Z [WORM][2023-05-28 17:29:15,620][INFO] fetching info...
2023-05-28T17:29:15.621165816Z [WORM][2023-05-28 17:29:15,621][INFO] fetching info...
2023-05-28T17:29:15.621300810Z [WORM][2023-05-28 17:29:15,621][INFO] fetching info...
2023-05-28T17:29:15.621471650Z [WORM][2023-05-28 17:29:15,621][INFO] fetching info...
2023-05-28T17:29:15.621615520Z [WORM][2023-05-28 17:29:15,621][INFO] fetching info...
2023-05-28T17:29:15.621748189Z [WORM][2023-05-28 17:29:15,621][INFO] fetching info...
2023-05-28T17:29:15.621897690Z [WORM][2023-05-28 17:29:15,621][INFO] fetching info...
2023-05-28T17:29:15.622040718Z [WORM][2023-05-28 17:29:15,621][INFO] fetching info...
2023-05-28T17:29:15.622180285Z [WORM][2023-05-28 17:29:15,622][INFO] fetching info...
2023-05-28T17:29:15.622382770Z [WORM][2023-05-28 17:29:15,622][INFO] fetching info...
2023-05-28T17:29:15.622491373Z [WORM][2023-05-28 17:29:15,622][INFO] fetching info...
2023-05-28T17:29:15.622666342Z [WORM][2023-05-28 17:29:15,622][INFO] fetching info...
2023-05-28T17:29:15.622817125Z [WORM][2023-05-28 17:29:15,622][INFO] fetching info...
2023-05-28T17:29:15.622954523Z [WORM][2023-05-28 17:29:15,622][INFO] fetching info...
2023-05-28T17:29:15.623085038Z [WORM][2023-05-28 17:29:15,623][INFO] fetching info...
2023-05-28T17:29:15.623271788Z [WORM][2023-05-28 17:29:15,623][INFO] fetching info...
2023-05-28T17:29:15.623440260Z [WORM][2023-05-28 17:29:15,623][INFO] fetching info...
2023-05-28T17:29:15.623742256Z [WORM][2023-05-28 17:29:15,623][INFO] fetching info...
2023-05-28T17:29:15.623882644Z [WORM][2023-05-28 17:29:15,623][INFO] fetching info...
2023-05-28T17:29:15.624060639Z [WORM][2023-05-28 17:29:15,623][INFO] scanning...
2023-05-28T17:29:17.382922538Z [WORM][2023-05-28 17:29:17,382][INFO] fetching info...
2023-05-28T17:29:17.383148100Z [WORM][2023-05-28 17:29:17,383][INFO] fetching info...
2023-05-28T17:29:17.383274148Z [WORM][2023-05-28 17:29:17,383][INFO] fetching info...
2023-05-28T17:29:17.383517112Z [WORM][2023-05-28 17:29:17,383][INFO] fetching info...
2023-05-28T17:29:17.383659251Z [WORM][2023-05-28 17:29:17,383][INFO] fetching info...
2023-05-28T17:29:17.383872130Z [WORM][2023-05-28 17:29:17,383][INFO] fetching info...
2023-05-28T17:29:17.384000109Z [WORM][2023-05-28 17:29:17,383][INFO] fetching info...
2023-05-28T17:29:17.384169498Z [WORM][2023-05-28 17:29:17,384][INFO] scanning...
2023-05-28T17:29:19.208879648Z [WORM][2023-05-28 17:29:19,208][INFO] fetching info...
2023-05-28T17:29:19.209087338Z [WORM][2023-05-28 17:29:19,208][INFO] scanning...
2023-05-28T17:29:20.961634309Z [WORM][2023-05-28 17:29:20,961][INFO] fetching info...
2023-05-28T17:29:20.961850905Z [WORM][2023-05-28 17:29:20,961][INFO] fetching info...
2023-05-28T17:29:20.961990938Z [WORM][2023-05-28 17:29:20,961][INFO] fetching info...
2023-05-28T17:29:20.962205992Z [WORM][2023-05-28 17:29:20,962][INFO] fetching info...
2023-05-28T17:29:20.962382222Z [WORM][2023-05-28 17:29:20,962][INFO] fetching info...
2023-05-28T17:29:20.962562080Z [WORM][2023-05-28 17:29:20,962][INFO] fetching info...
2023-05-28T17:29:20.962699517Z [WORM][2023-05-28 17:29:20,962][INFO] fetching info...
2023-05-28T17:29:20.962828770Z [WORM][2023-05-28 17:29:20,962][INFO] fetching info...
2023-05-28T17:29:20.962986456Z [WORM][2023-05-28 17:29:20,962][INFO] fetching info...
2023-05-28T17:29:20.963156245Z [WORM][2023-05-28 17:29:20,963][INFO] fetching info...
2023-05-28T17:29:20.963302966Z [WORM][2023-05-28 17:29:20,963][INFO] fetching info...
2023-05-28T17:29:20.963444736Z [WORM][2023-05-28 17:29:20,963][INFO] fetching info...
2023-05-28T17:29:20.963553481Z [WORM][2023-05-28 17:29:20,963][INFO] fetching info...
2023-05-28T17:29:20.963713510Z [WORM][2023-05-28 17:29:20,963][INFO] scanning...
2023-05-28T17:29:22.729058246Z [WORM][2023-05-28 17:29:22,728][INFO] fetching info...
2023-05-28T17:29:22.729290903Z [WORM][2023-05-28 17:29:22,729][INFO] scanning...
2023-05-28T17:29:24.563442893Z [WORM][2023-05-28 17:29:24,563][INFO] fetching info...
2023-05-28T17:29:24.563621658Z [WORM][2023-05-28 17:29:24,563][INFO] fetching info...
2023-05-28T17:29:24.563792589Z [WORM][2023-05-28 17:29:24,563][INFO] fetching info...
2023-05-28T17:29:24.564015703Z [WORM][2023-05-28 17:29:24,563][INFO] fetching info...
2023-05-28T17:29:24.564196808Z [WORM][2023-05-28 17:29:24,564][INFO] scanning...
2023-05-28T17:29:26.350723223Z [WORM][2023-05-28 17:29:26,350][INFO] fetching info...
2023-05-28T17:29:26.350901654Z [WORM][2023-05-28 17:29:26,350][INFO] fetching info...
2023-05-28T17:29:26.351119046Z [WORM][2023-05-28 17:29:26,350][INFO] fetching info...
2023-05-28T17:29:26.351320163Z [WORM][2023-05-28 17:29:26,351][INFO] fetching info...
2023-05-28T17:29:26.351566396Z [WORM][2023-05-28 17:29:26,351][INFO] fetching info...
2023-05-28T17:29:26.351715110Z got SIGUSR2
2023-05-28T17:29:26.351761167Z {'timestr': 'Sun May 28 17:24:48 2023', 'elapsed': '1.69', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T17:29:26.351791704Z preceding
2023-05-28T17:29:26.351736364Z [WORM][2023-05-28 17:29:26,351][INFO] fetching info...
2023-05-28T17:29:26.351798216Z preceding
2023-05-28T17:29:26.351815553Z preceding
2023-05-28T17:29:26.351819260Z preceding
2023-05-28T17:29:26.351822516Z preceding
2023-05-28T17:29:26.351825782Z preceding
2023-05-28T17:29:26.351828437Z preceding
2023-05-28T17:29:26.351831273Z preceding
2023-05-28T17:29:26.351834379Z preceding
2023-05-28T17:29:26.351836903Z preceding
2023-05-28T17:29:26.351839849Z preceding
2023-05-28T17:29:26.351843385Z preceding
2023-05-28T17:29:26.351847403Z preceding
2023-05-28T17:29:26.351850429Z preceding
2023-05-28T17:29:26.351853725Z preceding
2023-05-28T17:29:26.351858033Z preceding
2023-05-28T17:29:26.351861379Z preceding
2023-05-28T17:29:26.351864435Z preceding
2023-05-28T17:29:26.351867491Z preceding
2023-05-28T17:29:26.351870035Z preceding
2023-05-28T17:29:26.351872851Z preceding
2023-05-28T17:29:26.351876067Z preceding
2023-05-28T17:29:26.351879654Z preceding
2023-05-28T17:29:26.351883300Z preceding
2023-05-28T17:29:26.351886416Z preceding
2023-05-28T17:29:26.351889512Z preceding
2023-05-28T17:29:26.351924017Z preceding
2023-05-28T17:29:26.351927433Z got SIGUSR2
2023-05-28T17:29:26.351930108Z got SIGUSR2
2023-05-28T17:29:26.351932643Z got SIGUSR2
2023-05-28T17:29:26.351935228Z got SIGUSR2
2023-05-28T17:29:26.351938294Z {'timestr': 'Sun May 28 17:24:50 2023', 'elapsed': '1.71', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T17:29:26.351941490Z preceding
2023-05-28T17:29:26.351944565Z preceding
2023-05-28T17:29:26.351947561Z preceding
2023-05-28T17:29:26.351950426Z got SIGUSR2
2023-05-28T17:29:26.351953352Z got SIGUSR2
2023-05-28T17:29:26.351956307Z got SIGUSR2
2023-05-28T17:29:26.351959754Z {'timestr': 'Sun May 28 17:24:51 2023', 'elapsed': '1.67', 'uphosts': '0', 'downhosts': '6', 'totalhosts': '6'}
2023-05-28T17:29:26.351963541Z preceding
2023-05-28T17:29:26.351966507Z preceding
2023-05-28T17:29:26.351969442Z preceding
2023-05-28T17:29:26.351972858Z preceding
2023-05-28T17:29:26.351975363Z preceding
2023-05-28T17:29:26.351978208Z preceding
